Price,Area,Location,No_of_Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,IndoorGames,ClubHouse,24X7Security,PowerBackup,CarParking,Children'splayarea,LiftAvailable,price_per_sqft
2250000,750.0,Bhawanipur,2,1,9,9,9,9,9,9,9,9,9,9,9,3000.0
2700000,750.0,Bhawanipur,2,1,9,9,9,9,9,9,9,9,9,9,9,3600.0
2700000,852.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,3169.0140845070423
9300000,852.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,10915.492957746479
10400000,1562.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,6658.1306017925735
7936000,1760.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,4509.090909090909
2500000,1310.0,Dum Dum,2,0,9,9,9,9,9,9,9,9,9,9,9,1908.3969465648854
7500000,900.0,Baguiati,2,1,9,9,9,9,9,9,9,9,9,9,9,8333.333333333334
90000000,1804.0,Rajarhat,4,1,9,9,9,9,9,9,9,9,9,9,9,49889.13525498891
9909000,7000.0,Kankurgachi,4,0,9,9,9,9,9,9,9,9,9,9,9,1415.5714285714287
11000000,1835.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,5994.550408719346
8051000,2044.0,New Town,4,0,9,9,9,9,9,9,9,9,9,9,9,3938.8454011741683
5988000,1491.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,4016.0965794768613
5761000,1109.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,5194.770063119928
6512000,1067.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,6103.092783505154
13100000,1206.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,10862.354892205638
10800000,2444.0,New Town,4,0,9,9,9,9,9,9,9,9,9,9,9,4418.9852700491
9293000,2006.0,New Town,4,0,9,9,9,9,9,9,9,9,9,9,9,4632.602193419741
13400000,1721.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,7786.1708309122605
6312000,2484.0,New Town,4,0,9,9,9,9,9,9,9,9,9,9,9,2541.062801932367
5254000,1169.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,4494.439692044482
6404000,973.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,6581.706063720452
11700000,1186.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,9865.092748735244
9099000,2170.0,New Town,4,0,9,9,9,9,9,9,9,9,9,9,9,4193.087557603687
5594000,1685.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,3319.881305637982
6334000,1036.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,6113.8996138996135
12500000,1173.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,10656.436487638533
4795000,2321.0,New Town,4,0,9,9,9,9,9,9,9,9,9,9,9,2065.919862128393
8240000,888.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,9279.279279279279
7511000,1526.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,4922.018348623853
8958000,1391.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,6439.971243709561
11200000,1659.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,6751.054852320675
8985000,2086.0,New Town,4,0,9,9,9,9,9,9,9,9,9,9,9,4307.286673058486
13000000,1664.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,7812.5
15600000,2210.0,Dum Dum,4,0,9,9,9,9,9,9,9,9,9,9,9,7058.823529411765
7100000,2520.0,Dum Dum,4,0,9,9,9,9,9,9,9,9,9,9,9,2817.4603174603176
11800000,1150.0,Dum Dum,2,0,9,9,9,9,9,9,9,9,9,9,9,10260.869565217392
3600000,1920.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,1875.0
4100000,1130.0,Keshtopur,3,1,9,9,9,9,9,9,9,9,9,9,9,3628.3185840707965
11000000,946.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,11627.906976744185
2340000,1350.0,Ballygunge,3,1,9,9,9,9,9,9,9,9,9,9,9,1733.3333333333333
5400000,807.0,Chandannagar,2,0,9,9,9,9,9,9,9,9,9,9,9,6691.449814126394
7600000,875.0,Kasba,2,0,9,9,9,9,9,9,9,9,9,9,9,8685.714285714286
2400000,1500.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,1600.0
5300000,807.0,Chandannagar,2,1,9,9,9,9,9,9,9,9,9,9,9,6567.534076827757
4600000,875.0,Kasba,2,0,9,9,9,9,9,9,9,9,9,9,9,5257.142857142857
3000000,1400.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,2142.8571428571427
4000000,920.0,Keshtopur,2,1,9,9,9,9,9,9,9,9,9,9,9,4347.826086956522
5500000,900.0,Tiljala,2,1,9,9,9,9,9,9,9,9,9,9,9,6111.111111111111
4000000,1150.0,Kasba,3,0,9,9,9,9,9,9,9,9,9,9,9,3478.2608695652175
3000000,835.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,3592.814371257485
3500000,900.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,3888.8888888888887
4200000,750.0,Tiljala,2,1,9,9,9,9,9,9,9,9,9,9,9,5600.0
5900000,1100.0,Tiljala,2,1,9,9,9,9,9,9,9,9,9,9,9,5363.636363636364
4000000,1100.0,Kustia,2,1,9,9,9,9,9,9,9,9,9,9,9,3636.3636363636365
4000000,750.0,Tiljala,2,1,9,9,9,9,9,9,9,9,9,9,9,5333.333333333333
3500000,1000.0,Tiljala,2,1,9,9,9,9,9,9,9,9,9,9,9,3500.0
3500000,630.0,Topsia,2,1,9,9,9,9,9,9,9,9,9,9,9,5555.555555555556
4000000,630.0,Topsia,2,1,9,9,9,9,9,9,9,9,9,9,9,6349.206349206349
2000000,840.0,Tiljala,2,1,9,9,9,9,9,9,9,9,9,9,9,2380.9523809523807
7000000,750.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,9333.333333333334
2880000,800.0,Belghoria,2,0,9,9,9,9,9,9,9,9,9,9,9,3600.0
2000000,1256.0,Mukundapur,3,1,9,9,9,9,9,9,9,9,9,9,9,1592.3566878980891
4725000,800.0,Garia,2,1,9,9,9,9,9,9,9,9,9,9,9,5906.25
4750000,800.0,Belghoria,2,0,9,9,9,9,9,9,9,9,9,9,9,5937.5
3200000,750.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,4266.666666666667
2700000,1125.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,2400.0
2500000,1340.0,Ganguly Bagan,3,1,9,9,9,9,9,9,9,9,9,9,9,1865.6716417910447
58300000,1050.0,Tollygunge,2,0,9,9,9,9,9,9,9,9,9,9,9,55523.80952380953
4650000,800.0,Tollygunge,2,0,9,9,9,9,9,9,9,9,9,9,9,5812.5
6100000,750.0,Ashok Nagar,2,0,9,9,9,9,9,9,9,9,9,9,9,8133.333333333333
4000000,815.0,Keshtopur,2,0,9,9,9,9,9,9,9,9,9,9,9,4907.9754601227
3000000,4456.0,Jodhpur Park,5,0,9,9,9,9,9,9,9,9,9,9,9,673.249551166966
4800000,1030.0,Tollygunge,2,0,9,9,9,9,9,9,9,9,9,9,9,4660.194174757282
4500000,1460.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,3082.1917808219177
3811999,1040.0,Tiljala,2,1,9,9,9,9,9,9,9,9,9,9,9,3665.3836538461537
5000000,750.0,Tiljala,2,1,9,9,9,9,9,9,9,9,9,9,9,6666.666666666667
3500000,1235.0,Garia,3,1,9,9,9,9,9,9,9,9,9,9,9,2834.008097165992
6661000,1250.0,Ariadaha,3,0,9,9,9,9,9,9,9,9,9,9,9,5328.8
6072000,1059.0,Ariadaha,2,0,9,9,9,9,9,9,9,9,9,9,9,5733.711048158641
5935000,1250.0,Sodepur,3,0,9,9,9,9,9,9,9,9,9,9,9,4748.0
6959999,960.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,7249.998958333334
6912000,770.0,Haltu,2,0,9,9,9,9,9,9,9,9,9,9,9,8976.623376623376
6581999,999.0,Howrah,3,0,9,9,9,9,9,9,9,9,9,9,9,6588.587587587587
4800000,905.0,Howrah,3,0,9,9,9,9,9,9,9,9,9,9,9,5303.867403314917
4095000,888.0,Howrah,3,0,9,9,9,9,9,9,9,9,9,9,9,4611.486486486487
5229000,1058.0,Howrah,3,0,9,9,9,9,9,9,9,9,9,9,9,4942.34404536862
4500000,1028.0,Howrah,3,0,9,9,9,9,9,9,9,9,9,9,9,4377.431906614786
2800000,997.0,Howrah,3,0,9,9,9,9,9,9,9,9,9,9,9,2808.4252758274824
2985000,700.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,4264.285714285715
2799000,975.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,2870.769230769231
2980000,1245.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,2393.574297188755
4560000,950.0,Dakshineswar,2,0,9,9,9,9,9,9,9,9,9,9,9,4800.0
2478000,750.0,Bansdroni,2,1,9,9,9,9,9,9,9,9,9,9,9,3304.0
2478000,933.0,Bhatenda,2,0,9,9,9,9,9,9,9,9,9,9,9,2655.948553054662
4200000,933.0,Bhatenda,2,0,9,9,9,9,9,9,9,9,9,9,9,4501.6077170418
3870000,933.0,Bhatenda,2,0,9,9,9,9,9,9,9,9,9,9,9,4147.90996784566
3800000,1428.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,2661.064425770308
3777000,885.0,Reekjoyoni,2,0,9,9,9,9,9,9,9,9,9,9,9,4267.796610169492
3777000,885.0,Reekjoyoni,2,0,9,9,9,9,9,9,9,9,9,9,9,4267.796610169492
2460000,1296.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,1898.148148148148
2316000,1293.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,1791.1832946635732
2161000,1269.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,1702.915681639086
13000000,1259.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,10325.655281969817
15600000,1259.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,12390.786338363781
7100000,870.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,8160.919540229885
11800000,820.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,14390.243902439024
9300000,765.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,12156.862745098038
10400000,2210.0,Dum Dum,4,0,9,9,9,9,9,9,9,9,9,9,9,4705.882352941177
7936000,2520.0,Dum Dum,4,0,9,9,9,9,9,9,9,9,9,9,9,3149.2063492063494
2260000,1150.0,Dum Dum,2,0,9,9,9,9,9,9,9,9,9,9,9,1965.2173913043478
2260000,1920.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,1177.0833333333333
2460000,1562.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,1574.9039692701665
2316000,1760.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,1315.909090909091
2360000,1310.0,Dum Dum,2,0,9,9,9,9,9,9,9,9,9,9,9,1801.526717557252
2161000,800.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,2701.25
2300000,800.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,2875.0
4000000,870.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,4597.701149425287
2300000,820.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,2804.878048780488
2300000,835.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,2754.491017964072
4600000,765.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,6013.071895424837
3700000,650.0,Tiljala,2,0,9,9,9,9,9,9,9,9,9,9,9,5692.307692307692
5100000,1030.0,Narendrapur,2,1,9,9,9,9,9,9,9,9,9,9,9,4951.456310679611
12000000,900.0,Keshtopur,1,1,9,9,9,9,9,9,9,9,9,9,9,13333.333333333334
3600000,900.0,Keshtopur,1,1,9,9,9,9,9,9,9,9,9,9,9,4000.0
7445000,911.0,Kamarhati on BT Road,2,1,9,9,9,9,9,9,9,9,9,9,9,8172.338090010977
6280000,1156.0,Keshtopur,3,0,9,9,9,9,9,9,9,9,9,9,9,5432.525951557093
5594000,1359.0,Sodepur,3,1,9,9,9,9,9,9,9,9,9,9,9,4116.26195732156
2250000,1800.0,New Alipore,3,1,9,9,9,9,9,9,9,9,9,9,9,1250.0
2010000,743.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,2705.2489905787347
2250000,1489.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,1511.0812625923438
2100000,1256.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,1671.9745222929937
5800000,1036.0,Dum Dum,2,0,9,9,9,9,9,9,9,9,9,9,9,5598.455598455598
8908000,660.0,Barisha Purba Para Road,2,0,9,9,9,9,9,9,9,9,9,9,9,13496.969696969696
4800000,910.0,Paschim Barisha,2,0,9,9,9,9,9,9,9,9,9,9,9,5274.725274725275
3700000,812.0,Barisha Purba Para Road,2,1,9,9,9,9,9,9,9,9,9,9,9,4556.6502463054185
4200000,705.0,Nabapally,2,1,9,9,9,9,9,9,9,9,9,9,9,5957.446808510638
4500000,1181.0,Rajarhat,2,1,9,9,9,9,9,9,9,9,9,9,9,3810.3302286198136
3300000,1340.0,Dhakuria,3,0,9,9,9,9,9,9,9,9,9,9,9,2462.686567164179
3600000,1000.0,Garia,2,1,9,9,9,9,9,9,9,9,9,9,9,3600.0
2700000,1070.0,Baguiati,2,1,9,9,9,9,9,9,9,9,9,9,9,2523.3644859813085
2600000,900.0,Kasba,2,0,9,9,9,9,9,9,9,9,9,9,9,2888.8888888888887
9834000,950.0,Kasba,2,0,9,9,9,9,9,9,9,9,9,9,9,10351.578947368422
3850000,800.0,Regent Park,2,0,9,9,9,9,9,9,9,9,9,9,9,4812.5
3400000,933.0,Regent Park,3,0,9,9,9,9,9,9,9,9,9,9,9,3644.1586280814577
4452000,850.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,5237.64705882353
3732000,800.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,4665.0
3360000,1893.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,1774.960380348653
3500000,1101.0,Barisha Purba Para Road,3,1,9,9,9,9,9,9,9,9,9,9,9,3178.928247048138
2450000,1045.0,Madhyamgram,3,1,9,9,9,9,9,9,9,9,9,9,9,2344.497607655502
2980000,1113.0,Rajarhat,3,1,9,9,9,9,9,9,9,9,9,9,9,2677.4483378256964
7300000,933.0,Rajarhat,2,1,9,9,9,9,9,9,9,9,9,9,9,7824.22293676313
2400000,960.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,2500.0
4200000,1015.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,4137.931034482759
2316000,875.0,Reekjoyoni,2,0,9,9,9,9,9,9,9,9,9,9,9,2646.8571428571427
2260000,933.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,2422.2936763129687
2316000,800.0,Sodepur,2,0,9,9,9,9,9,9,9,9,9,9,9,2895.0
2260000,820.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,2756.0975609756097
2000000,800.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,2500.0
4500000,870.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,5172.413793103448
6500000,820.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,7926.829268292683
6500000,800.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,8125.0
3800000,800.0,Khardah,2,0,9,9,9,9,9,9,9,9,9,9,9,4750.0
3800000,680.0,Tiljala,2,1,9,9,9,9,9,9,9,9,9,9,9,5588.235294117647
3829999,870.0,Tiljala,2,0,9,9,9,9,9,9,9,9,9,9,9,4402.297701149425
3130000,1360.0,East Kolkata Township,3,0,9,9,9,9,9,9,9,9,9,9,9,2301.470588235294
4081000,1360.0,East Kolkata Township,3,0,9,9,9,9,9,9,9,9,9,9,9,3000.735294117647
4212000,950.0,Patuli,2,1,9,9,9,9,9,9,9,9,9,9,9,4433.684210526316
2620000,970.0,Tiljala,3,0,9,9,9,9,9,9,9,9,9,9,9,2701.0309278350514
2350000,1276.0,Airport,3,0,9,9,9,9,9,9,9,9,9,9,9,1841.692789968652
2300000,1043.0,Airport,2,0,9,9,9,9,9,9,9,9,9,9,9,2205.177372962608
6800000,907.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,7497.243660418963
4500000,1446.0,Keshtopur,2,0,9,9,9,9,9,9,9,9,9,9,9,3112.033195020747
3770000,872.0,Airport,2,0,9,9,9,9,9,9,9,9,9,9,9,4323.394495412844
5500000,777.0,Airport,2,0,9,9,9,9,9,9,9,9,9,9,9,7078.507078507078
4200000,760.0,Airport,2,0,9,9,9,9,9,9,9,9,9,9,9,5526.315789473684
5000000,1392.0,Mukundapur,3,1,9,9,9,9,9,9,9,9,9,9,9,3591.9540229885056
2240000,1428.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,1568.6274509803923
2656000,1259.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,2109.6108022239873
2656000,1500.0,Howrah,3,1,9,9,9,9,9,9,9,9,9,9,9,1770.6666666666667
5800000,820.0,Bansdroni,2,0,9,9,9,9,9,9,9,9,9,9,9,7073.170731707317
3500000,1600.0,Tollygunge,3,0,9,9,9,9,9,9,9,9,9,9,9,2187.5
15600000,700.0,Tollygunge,2,0,9,9,9,9,9,9,9,9,9,9,9,22285.714285714286
7100000,830.0,Tollygunge,2,0,9,9,9,9,9,9,9,9,9,9,9,8554.216867469879
11800000,830.0,Tollygunge,2,0,9,9,9,9,9,9,9,9,9,9,9,14216.867469879518
9300000,1203.0,Garia,3,0,9,9,9,9,9,9,9,9,9,9,9,7730.673316708229
10400000,750.0,Behala,2,1,9,9,9,9,9,9,9,9,9,9,9,13866.666666666666
7936000,2520.0,Dum Dum,4,0,9,9,9,9,9,9,9,9,9,9,9,3149.2063492063494
4350000,1150.0,Dum Dum,2,0,9,9,9,9,9,9,9,9,9,9,9,3782.608695652174
9495000,1920.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,4945.3125
4675000,1562.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,2992.957746478873
5455000,1760.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,3099.431818181818
5800000,1310.0,Dum Dum,2,0,9,9,9,9,9,9,9,9,9,9,9,4427.480916030534
4645000,870.0,Tangra,2,0,9,9,9,9,9,9,9,9,9,9,9,5339.080459770115
4435000,1899.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,2335.4397051079513
5370000,935.0,Tangra,2,0,9,9,9,9,9,9,9,9,9,9,9,5743.31550802139
6055000,1091.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,5549.954170485793
5385000,1160.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,4642.241379310345
11100000,929.0,Tangra,2,0,9,9,9,9,9,9,9,9,9,9,9,11948.331539289558
4610000,887.0,Tangra,2,0,9,9,9,9,9,9,9,9,9,9,9,5197.294250281849
9595000,1074.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,8933.891992551211
13000000,1211.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,10734.929810074318
5635000,1077.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,5232.126276694522
15600000,2234.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,6982.990152193375
7100000,922.0,Tangra,2,0,9,9,9,9,9,9,9,9,9,9,9,7700.650759219089
4745000,1919.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,2472.6420010422094
11800000,2210.0,Dum Dum,4,0,9,9,9,9,9,9,9,9,9,9,9,5339.366515837104
9300000,1127.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,8251.996450754215
10400000,2520.0,Dum Dum,4,0,9,9,9,9,9,9,9,9,9,9,9,4126.984126984127
2800000,1150.0,Dum Dum,2,0,9,9,9,9,9,9,9,9,9,9,9,2434.782608695652
3200000,949.0,Tangra,2,0,9,9,9,9,9,9,9,9,9,9,9,3371.9704952581665
7800000,1920.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,4062.5
13000000,1562.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,8322.663252240716
13000000,1760.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,7386.363636363636
3200000,650.0,Tiljala,2,0,9,9,9,9,9,9,9,9,9,9,9,4923.076923076923
2650000,720.0,Tiljala,2,0,9,9,9,9,9,9,9,9,9,9,9,3680.5555555555557
4960000,1480.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,3351.3513513513512
4620000,750.0,Tiljala,2,1,9,9,9,9,9,9,9,9,9,9,9,6160.0
4620000,894.0,New Town,2,1,9,9,9,9,9,9,9,9,9,9,9,5167.785234899329
65000000,1240.0,Rajarhat,3,1,9,9,9,9,9,9,9,9,9,9,9,52419.354838709674
65000000,1070.0,Madhyamgram,3,1,9,9,9,9,9,9,9,9,9,9,9,60747.66355140187
46500000,760.0,Garia,2,1,9,9,9,9,9,9,9,9,9,9,9,61184.21052631579
65000000,1100.0,Bansdroni,3,0,9,9,9,9,9,9,9,9,9,9,9,59090.90909090909
5700000,1100.0,Bansdroni,3,0,9,9,9,9,9,9,9,9,9,9,9,5181.818181818182
5700000,4696.0,Alipore,4,0,9,9,9,9,9,9,9,9,9,9,9,1213.7989778534923
3300000,4696.0,Alipore,4,0,9,9,9,9,9,9,9,9,9,9,9,702.725724020443
3600000,3319.0,Alipore,4,0,9,9,9,9,9,9,9,9,9,9,9,1084.664055438385
4118000,3615.0,Alipore,4,1,9,9,9,9,9,9,9,9,9,9,9,1139.1424619640388
3300000,1165.0,Garia,2,1,9,9,9,9,9,9,9,9,9,9,9,2832.6180257510728
4400000,1165.0,Garia,2,1,9,9,9,9,9,9,9,9,9,9,9,3776.824034334764
3800000,780.0,Garia,2,1,9,9,9,9,9,9,9,9,9,9,9,4871.794871794872
3800000,900.0,Bansdroni,3,1,9,9,9,9,9,9,9,9,9,9,9,4222.222222222223
3800000,1144.0,Keshtopur,3,1,9,9,9,9,9,9,9,9,9,9,9,3321.6783216783215
2000000,868.0,Madhyamgram,2,0,9,9,9,9,9,9,9,9,9,9,9,2304.147465437788
2000000,1115.0,Madhyamgram,3,0,9,9,9,9,9,9,9,9,9,9,9,1793.7219730941704
6300000,900.0,kalikapur,2,0,9,9,9,9,9,9,9,9,9,9,9,7000.0
6800000,900.0,kalikapur,2,0,9,9,9,9,9,9,9,9,9,9,9,7555.555555555556
4500000,900.0,kalikapur,2,0,9,9,9,9,9,9,9,9,9,9,9,5000.0
4000000,700.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,5714.285714285715
3759000,700.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,5370.0
3354999,1450.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,2313.7924137931036
3579999,938.0,Patuli,2,1,9,9,9,9,9,9,9,9,9,9,9,3816.630063965885
4464000,1000.0,New Town,2,1,9,9,9,9,9,9,9,9,9,9,9,4464.0
3050000,1000.0,New Town,2,1,9,9,9,9,9,9,9,9,9,9,9,3050.0
4570000,1259.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,3629.8649722001587
4452000,960.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,4637.5
3268000,1123.0,Bhatenda,3,0,9,9,9,9,9,9,9,9,9,9,9,2910.0623330365092
3300000,1395.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,2365.5913978494623
23700000,1034.0,New Town,2,1,9,9,9,9,9,9,9,9,9,9,9,22920.696324951645
4500000,1428.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,3151.2605042016808
4500000,1113.0,Rajarhat,3,1,9,9,9,9,9,9,9,9,9,9,9,4043.1266846361186
3400000,860.0,Behala,2,0,9,9,9,9,9,9,9,9,9,9,9,3953.4883720930234
4600000,800.0,East Kolkata Township,2,0,9,9,9,9,9,9,9,9,9,9,9,5750.0
5000000,1830.0,Bhawanipur,3,0,9,9,9,9,9,9,9,9,9,9,9,2732.24043715847
8465000,920.0,Tollygunge,2,1,9,9,9,9,9,9,9,9,9,9,9,9201.08695652174
9450000,920.0,Tollygunge,2,1,9,9,9,9,9,9,9,9,9,9,9,10271.739130434782
5905000,712.0,Budge Budge,2,1,9,9,9,9,9,9,9,9,9,9,9,8293.539325842698
6820000,825.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,8266.666666666666
7830000,1150.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,6808.695652173913
8330000,1693.0,Mukundapur,4,0,9,9,9,9,9,9,9,9,9,9,9,4920.259893679859
7030000,1890.0,Mukundapur,4,0,9,9,9,9,9,9,9,9,9,9,9,3719.5767195767194
8970000,1181.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,7595.258255715496
4920000,1364.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,3607.0381231671554
8745000,1566.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,5584.291187739464
7605000,1666.0,Mukundapur,4,0,9,9,9,9,9,9,9,9,9,9,9,4564.825930372149
7275000,1406.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,5174.25320056899
7270000,1794.0,Mukundapur,4,0,9,9,9,9,9,9,9,9,9,9,9,4052.396878483835
6940000,984.0,Mukundapur,2,0,9,9,9,9,9,9,9,9,9,9,9,7052.845528455285
10000000,1749.0,Mukundapur,4,0,9,9,9,9,9,9,9,9,9,9,9,5717.552887364208
4900000,1521.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,3221.5647600262987
7330000,1455.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,5037.800687285223
6072000,1454.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,4176.066024759285
9727000,1388.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,7007.92507204611
11000000,2000.0,Mukundapur,4,0,9,9,9,9,9,9,9,9,9,9,9,5500.0
8528000,980.0,Mukundapur,2,0,9,9,9,9,9,9,9,9,9,9,9,8702.040816326531
6959999,1466.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,4747.611869031378
6912000,905.0,Howrah,3,0,9,9,9,9,9,9,9,9,9,9,9,7637.5690607734805
9754000,1107.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,8811.201445347786
8877000,1285.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,6908.171206225681
8413000,972.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,8655.349794238684
6291000,1058.0,Howrah,3,0,9,9,9,9,9,9,9,9,9,9,9,5946.124763705104
6285000,1028.0,Howrah,3,0,9,9,9,9,9,9,9,9,9,9,9,6113.813229571984
4968000,1091.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,4553.620531622365
7931999,1644.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,4824.816909975669
7970000,1558.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,5115.532734274711
4984000,1165.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,4278.111587982833
10500000,1164.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,9020.61855670103
